p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
20,21,19,7,25,22,25,20,22,21
25,16,13,10,22,20,20,14,13,22
13,15,19,19,14,19,15,15,10,15
8,16,-1,19,14,3,20,19,19,15
14,19,15,-1,8,14,13,13,14,15
16,25,26,22,25,26,26,26,26,19
52,52,52,52,52,52,52,52,52,52
25,26,22,31,26,27,15,27,28,22
21,19,22,21,19,-1,20,20,21,19
19,9,14,19,14,15,14,14,14,15
16,4,19,16,19,21,16,16,21,14
22,10,20,21,21,13,4,15,20,22
19,20,14,19,20,16,4,21,20,21
16,14,7,16,15,16,14,15,25,15
21,16,19,16,20,19,19,19,15,15
21,25,13,16,21,19,19,19,21,9
15,10,7,14,8,13,4,9,14,14
26,31,26,31,31,31,26,31,28,31
20,19,19,19,14,14,20,15,13,14
15,14,10,19,14,19,14,15,13,19
15,16,14,15,14,19,14,10,19,14
14,14,19,13,13,13,9,15,10,14
15,19,15,14,19,16,10,14,19,15
27,25,25,21,25,21,27,15,25,25
20,22,19,19,14,21,20,15,9,20
19,15,22,16,19,15,14,20,19,20
14,13,15,15,13,13,7,7,10,13
13,13,16,15,7,15,13,14,14,13
1,9,1,4,13,9,10,8,10,7
-1,13,13,13,14,13,13,-1,16,14
20,20,21,20,20,20,15,20,20,21
19,16,16,9,3,14,16,19,15,15
20,20,20,16,20,19,19,19,20,16
7,15,14,7,9,16,13,16,8,14
13,14,13,14,9,19,13,15,13,16
14,13,13,4,13,15,14,19,3,4
19,20,19,10,19,14,21,21,19,19
20,14,19,19,13,19,19,19,14,25
22,32,33,31,25,32,13,33,33,27
22,16,19,20,25,21,19,19,13,25
25,19,10,19,25,25,25,21,26,26
15,16,14,14,13,13,13,14,7,9
15,20,19,16,9,21,14,16,19,16
32,15,31,19,32,32,28,21,21,31
20,25,16,26,25,21,25,22,21,25
19,20,28,19,32,27,31,31,31,20
8,8,8,9,10,7,7,9,8,8
15,16,15,14,16,19,19,9,9,9
19,15,13,19,15,4,19,15,16,19
21,21,22,15,16,26,20,20,20,22
15,13,13,10,13,15,14,13,13,13
13,15,15,14,19,16,19,13,14,10
8,13,13,13,15,10,9,15,8,13
10,14,-1,3,14,14,15,10,19,14
16,10,15,20,25,19,19,4,19,14
10,7,14,19,19,13,19,14,16,9
15,21,20,19,19,13,21,20,20,20
15,3,14,9,8,13,13,10,9,15
26,26,19,25,25,25,25,25,25,27
32,32,34,13,10,31,21,34,25,32
13,14,16,8,14,13,14,13,13,15
16,13,10,4,13,14,4,10,13,7
22,20,20,21,20,21,19,7,19,20
13,15,19,16,14,19,19,19,19,19
8,10,8,9,8,4,8,14,13,8
21,27,26,10,26,25,28,27,16,33
13,13,13,13,8,10,15,14,15,10
25,21,19,21,19,14,20,19,19,22
33,33,46,34,34,34,28,34,33,33
21,21,19,20,19,21,13,13,21,20
15,14,13,20,13,14,14,19,9,15
10,20,15,15,10,15,15,16,10,7
7,8,4,13,15,4,19,8,2,19
31,31,27,27,28,31,20,26,26,31
14,4,16,14,4,19,19,16,19,10
8,7,2,7,13,8,9,9,8,8
9,9,13,14,13,13,8,13,9,13
14,7,13,10,14,15,15,15,14,9
25,13,19,20,21,19,19,16,20,21
14,10,10,4,4,14,14,14,14,15
13,14,13,4,13,13,14,15,14,7
13,20,-1,16,15,20,15,16,19,10
20,19,19,16,20,20,20,9,4,9
7,10,8,10,9,13,8,13,10,8
9,7,8,9,9,8,9,2,7,9
19,21,13,10,21,19,19,20,19,20
7,15,20,14,15,19,15,16,19,15
15,10,19,4,9,15,15,7,14,16
16,19,9,10,14,19,14,21,21,20
19,19,9,14,19,19,19,19,9,19
20,20,16,20,20,4,19,20,7,19
20,10,9,19,19,14,19,19,19,20
25,25,27,26,20,25,25,22,22,26
25,19,22,21,21,22,20,19,19,16
16,19,15,21,14,15,15,21,15,3
14,7,14,14,7,19,14,13,14,10
21,21,25,21,10,10,25,19,21,10
9,7,13,19,19,16,9,14,9,10
31,32,32,31,31,13,27,16,31,20
19,20,10,15,19,14,13,21,25,16
19,14,19,9,14,14,19,15,19,14
13,19,14,7,7,13,14,9,13,14
15,13,15,14,15,14,13,13,13,19
25,26,26,15,25,25,9,26,13,28
27,13,31,31,25,25,20,28,26,28
21,22,28,25,27,22,25,22,26,21
10,19,26,26,19,25,27,25,16,10
7,8,7,3,4,10,9,7,9,7
-1,9,2,14,3,8,13,9,13,4
14,19,19,20,13,7,19,16,15,21
19,20,19,10,10,16,7,15,15,9
14,4,20,16,16,14,20,14,9,15
13,13,9,10,15,9,10,14,13,14
9,21,19,-1,20,19,19,15,21,4
13,10,10,13,13,15,15,10,13,13
25,22,21,19,7,16,13,20,25,13
15,14,8,14,8,8,14,14,9,4
19,19,19,19,7,20,-1,21,19,19
13,25,20,10,25,10,25,21,16,25
16,16,16,15,19,15,14,13,14,20
27,27,25,27,20,28,26,15,25,25
19,20,20,19,4,19,15,20,7,19
16,25,19,22,13,25,25,25,26,25
26,22,9,22,21,22,21,25,19,27
13,20,19,15,14,16,21,21,21,15
7,9,13,8,10,7,9,13,3,9
19,14,20,15,15,16,19,10,20,15
22,21,25,21,25,21,25,20,4,21
33,32,34,32,32,33,32,33,22,32
25,20,22,25,13,27,8,19,25,16
13,15,7,7,13,13,13,16,9,14
21,19,20,20,20,21,19,19,21,13
20,19,14,13,15,19,19,20,19,9
9,19,19,19,19,19,19,19,25,9
9,13,14,9,14,14,13,14,13,15
9,14,13,13,13,15,9,2,13,13
7,14,14,13,14,13,9,13,14,15
13,13,15,13,13,7,10,16,9,16
19,16,14,15,15,15,19,19,14,16
19,20,19,9,10,19,16,10,15,19
21,20,13,21,15,19,16,14,21,16
13,13,13,10,3,13,3,9,7,13
20,20,21,15,20,20,19,26,26,20
16,13,16,19,19,15,20,19,7,19
14,14,14,10,13,10,16,15,15,13
16,20,20,20,10,19,19,10,20,19
7,13,9,15,15,15,13,14,15,10
15,19,19,20,16,19,19,19,10,19
4,9,8,9,10,13,13,8,8,8
14,16,19,14,16,19,20,19,19,19
13,14,8,16,14,14,15,8,8,14
16,14,9,9,13,25,13,20,10,21
20,10,16,19,21,19,8,21,19,19
13,9,4,3,8,13,9,13,8,14
16,19,15,15,13,19,19,10,15,15
32,31,33,33,32,33,28,28,32,32
3,10,14,13,13,13,13,9,8,4
26,21,19,25,21,20,22,25,20,21
14,14,14,19,19,13,20,10,16,10
34,33,33,32,46,33,33,34,33,33
25,26,22,25,13,19,25,26,26,22
7,7,19,14,14,13,16,14,14,21
13,14,13,14,7,13,13,13,10,15
9,9,13,10,2,14,7,14,14,14
31,31,31,31,31,32,32,32,28,32
21,20,22,14,22,16,22,20,26,21
13,10,20,13,19,20,20,13,20,22
14,14,13,14,13,9,8,3,19,13
13,19,19,21,19,19,13,19,19,20
21,21,20,20,20,13,20,25,21,20
13,9,13,14,13,7,19,14,14,15
19,4,10,10,16,19,16,20,19,15
14,16,14,15,14,13,15,14,19,15
21,13,20,15,27,20,25,21,22,25
19,10,15,10,13,20,15,22,21,20
14,19,8,15,20,14,14,16,14,19
9,20,16,19,15,13,20,19,19,15
13,7,14,14,14,9,15,16,19,15
20,20,19,19,9,21,19,19,25,20
25,25,19,25,21,10,21,21,20,20
7,9,9,10,7,7,9,14,14,9
15,15,14,19,14,15,10,15,19,19
15,14,15,13,8,14,20,13,7,13
10,9,9,10,10,7,13,13,14,-1
14,13,7,13,14,13,14,13,14,13
9,8,7,10,7,14,15,10,7,2
7,14,13,14,14,19,13,13,8,16
15,20,14,9,19,20,19,10,16,15
20,19,19,14,9,16,19,21,19,-1
26,22,20,25,20,21,25,21,16,26
21,21,19,25,20,25,25,22,20,25
20,20,20,13,13,27,19,20,25,19
16,28,27,16,13,26,27,31,32,16
20,22,25,25,22,26,25,21,10,21
9,8,7,4,4,9,7,3,14,14
20,20,9,21,16,19,4,20,10,7
25,25,25,14,26,25,26,25,19,22
13,13,14,9,13,13,7,14,13,7
20,20,9,21,21,19,20,22,19,19
22,20,13,19,20,20,21,19,3,19
15,14,14,13,14,21,13,9,16,15
22,15,19,15,16,10,10,19,21,20
32,31,31,32,31,31,33,31,33,22
20,14,14,13,10,15,15,8,16,16
10,19,15,13,16,15,3,19,9,14
14,19,14,13,13,10,14,15,14,10
7,19,15,20,20,19,19,20,22,21
21,20,9,-1,20,20,16,20,20,10
26,25,25,21,27,19,25,25,31,25
16,19,9,13,19,16,20,22,20,19
13,13,16,15,19,16,14,16,15,20
31,7,31,31,28,13,27,31,27,28
16,20,19,19,19,19,15,19,19,-1
19,3,19,10,19,19,7,21,16,25
8,8,8,13,8,13,13,9,8,8
16,15,14,19,14,13,8,15,-1,10
9,8,9,7,13,10,8,9,3,2
14,13,13,9,13,9,13,15,14,4
10,9,8,4,7,9,9,8,14,8
20,21,13,16,19,19,19,13,16,20
14,8,13,13,14,14,8,10,9,13
25,21,19,25,22,25,28,25,16,25
10,8,14,7,13,7,9,8,9,16
25,15,26,25,26,25,25,25,25,25
15,21,26,27,25,27,25,21,26,16
19,16,14,15,10,19,19,19,19,10
16,15,13,15,19,14,19,16,14,15
13,13,22,25,21,20,19,15,10,13
20,13,7,19,14,20,16,8,19,19
14,14,15,9,15,14,14,13,13,13
8,13,9,9,9,9,14,13,10,10
1,8,7,13,8,7,19,10,9,7
13,14,8,10,13,3,15,14,9,13
15,4,10,14,14,13,15,4,13,13
33,32,32,32,32,31,25,31,19,31
4,13,8,3,9,1,7,13,7,10
15,20,22,20,7,19,21,16,20,21
13,13,4,9,4,13,13,13,9,10
25,34,16,32,34,32,19,32,21,33
10,20,19,16,7,10,15,19,15,20
13,8,7,9,4,10,15,9,13,14
15,13,13,13,20,19,10,13,16,15
20,21,21,15,22,25,15,21,25,13
13,13,8,13,13,14,14,15,13,13
19,-1,19,20,20,9,19,15,16,19
28,25,27,26,16,27,25,25,26,27
19,7,20,16,22,16,20,20,25,20
20,19,14,7,4,21,25,19,19,20
19,20,19,19,19,19,21,19,22,21
10,20,9,20,21,20,21,25,19,15
25,15,25,22,25,27,19,26,22,26
9,7,7,10,8,9,2,14,7,10
7,13,14,13,9,-1,13,8,13,15
7,13,13,13,7,13,14,14,13,14
1,8,4,7,9,10,9,8,9,3
25,8,8,13,15,9,14,4,3,15
14,13,15,15,14,14,14,10,13,4
19,20,21,21,21,9,25,20,22,20
13,13,16,7,16,13,13,8,10,15
13,7,15,15,15,15,15,14,15,14
31,19,26,26,26,13,26,25,31,27
28,31,27,31,19,14,31,27,27,28
19,25,20,20,22,19,27,22,25,21
19,10,7,15,14,4,14,19,13,20
15,20,20,25,22,19,19,25,10,20
10,9,13,14,15,9,15,13,9,10
22,16,22,9,21,20,19,19,15,20
20,21,21,19,19,19,19,20,20,15
21,20,25,21,22,20,10,25,19,20
10,7,10,1,9,10,10,2,8,8
10,19,20,20,20,21,20,15,22,20
13,26,26,25,25,19,27,27,28,14
19,15,14,20,13,14,20,14,14,16
22,19,9,7,20,25,21,25,25,7
28,20,27,19,26,26,25,25,10,21
14,10,16,13,14,4,14,14,9,13
22,22,25,22,25,4,22,21,20,15
15,13,26,19,25,25,25,28,21,25
14,10,7,15,13,16,2,15,15,14
33,31,31,27,31,14,31,27,31,34
7,9,14,9,8,8,7,13,13,10
22,25,20,7,20,14,19,20,21,21
21,20,19,20,21,20,22,19,25,19
33,32,33,31,32,21,15,15,32,32
25,19,21,20,25,20,20,20,21,22
16,20,20,16,16,20,19,15,16,19
14,15,16,8,15,14,14,19,16,15
14,9,22,19,16,19,15,16,15,19
14,16,13,14,13,13,9,13,13,15
15,19,14,19,13,15,15,14,15,13
20,22,21,16,21,16,22,21,21,26
32,32,32,25,21,32,33,16,33,20
7,8,8,8,4,8,8,8,8,9
13,25,25,21,25,13,13,25,28,25
25,22,20,25,25,25,19,25,25,28
14,13,19,10,13,20,13,19,9,19
13,9,9,15,14,15,9,7,8,13
8,4,14,19,16,10,-1,10,15,13
19,16,19,21,9,22,7,19,22,16
8,8,8,2,8,10,10,9,8,9
15,19,20,19,19,19,21,19,20,21
25,20,19,20,20,21,22,25,21,25
20,25,21,21,25,25,25,22,25,28
13,16,15,2,15,4,7,4,14,10
13,-1,9,13,10,13,13,8,13,13
7,16,16,14,13,19,14,10,14,13
10,13,15,15,14,19,7,19,13,16
13,15,10,13,15,10,15,4,14,15
21,10,20,21,-1,9,16,20,22,20
25,21,21,22,10,22,25,26,25,27
13,13,13,14,19,16,16,13,20,15
21,20,21,25,16,25,21,25,25,26
26,32,33,33,32,32,33,40,31,32
32,22,31,32,32,32,31,32,31,32
15,21,19,20,13,19,14,19,13,19
8,15,16,19,7,14,-1,15,13,14
9,8,10,15,3,13,13,7,13,8
13,21,20,21,21,8,25,21,21,20
15,10,8,13,13,13,13,13,13,13
4,19,20,9,16,20,19,20,20,10
14,14,13,-1,13,13,3,4,16,14
14,16,15,13,15,16,19,15,14,13
19,10,9,13,15,13,7,15,15,15
26,25,25,20,27,25,25,25,15,10
13,21,-1,19,20,10,15,16,19,19
7,13,14,15,10,13,15,13,10,14
27,28,25,19,27,21,16,26,27,27
20,16,26,25,25,20,25,21,14,25
13,10,13,15,15,15,16,16,15,15
26,26,27,26,16,26,27,15,26,15
13,9,3,10,4,7,3,9,8,10
7,7,4,4,13,8,3,8,8,7
9,8,10,10,8,9,8,9,8,1
25,20,4,27,16,20,25,25,25,25
14,13,13,4,14,14,15,13,14,10
20,25,20,19,20,16,20,9,19,19
19,22,25,19,19,16,21,22,20,22
-1,-1,19,19,19,16,20,19,20,21
13,13,13,7,13,13,8,13,14,13
21,25,10,27,28,25,25,25,25,27
15,13,25,19,21,13,14,9,21,22
13,13,13,13,10,14,15,8,10,15
13,20,20,13,20,9,10,22,22,9
21,16,25,25,20,20,15,22,7,15
31,27,27,31,26,25,31,31,26,31
31,28,31,33,10,32,31,26,31,31
7,19,16,15,21,9,16,19,22,14
19,19,21,16,19,10,15,20,19,19
14,13,19,19,19,16,16,20,20,21
21,19,19,16,21,19,20,21,19,10
13,10,9,4,7,13,9,14,9,13
2,13,14,9,13,7,9,7,10,13
20,4,13,15,21,19,20,19,19,19
15,13,15,10,13,10,14,15,10,16
31,33,28,31,15,32,7,32,22,33
32,31,19,32,28,31,31,28,20,22
7,9,8,10,2,9,3,10,8,8
22,15,19,19,20,10,19,14,19,19
25,20,22,25,26,25,14,25,25,7
14,10,9,15,16,13,15,14,14,13
13,10,13,13,13,13,9,7,14,15
15,15,19,13,19,14,14,14,19,16
19,19,19,22,21,21,20,19,19,13
14,32,32,33,21,34,34,32,34,28
25,20,20,21,20,20,22,20,15,19
14,19,13,9,14,9,9,13,13,14
14,9,15,9,15,20,14,15,16,16
13,10,20,10,19,19,26,21,25,19
19,14,19,20,16,16,10,9,19,19
14,13,15,14,9,14,13,15,13,14
15,20,16,15,16,15,10,13,4,16
16,19,19,19,16,16,15,20,22,13
19,8,15,14,10,14,9,20,4,15
9,1,19,10,13,8,13,15,4,7
25,25,15,27,21,26,26,26,27,25
16,10,19,8,15,20,16,19,19,19
19,13,9,19,14,16,25,15,15,15
10,2,14,8,9,9,3,13,2,13
33,32,32,31,32,31,27,15,33,31
10,10,13,16,16,16,21,20,20,19
13,14,13,15,19,15,19,13,19,3
7,10,3,1,9,10,7,4,3,9
26,25,22,25,22,26,22,22,26,26
15,4,13,15,19,10,-1,13,14,15
22,26,25,22,25,25,22,20,26,26
20,9,13,21,15,22,19,20,16,20
31,28,33,31,32,22,27,33,25,31
31,16,28,32,31,31,31,31,31,10
25,25,21,21,25,25,13,25,20,25
7,15,14,16,13,14,10,14,14,13
21,9,19,20,21,25,20,10,14,22
15,19,14,19,15,20,16,16,14,19
7,22,21,16,20,19,15,21,19,-1
21,14,16,-1,25,26,21,20,22,21
2,13,3,10,15,14,19,3,15,14
16,19,16,22,19,19,21,15,19,20
52,46,46,46,46,21,52,19,34,52
15,9,15,21,19,19,19,21,20,9
20,21,21,20,22,20,19,25,19,22
14,13,10,9,9,9,9,9,13,14
10,19,19,9,15,19,19,20,19,13
19,15,16,13,19,20,21,15,16,19
20,25,21,13,20,21,21,19,9,19
19,20,2,20,26,21,20,9,13,22
14,13,13,14,15,13,14,7,15,14
8,4,2,4,4,3,3,10,3,4
10,14,13,14,10,15,14,15,15,14
7,16,9,19,13,13,9,13,16,9
21,19,20,16,20,19,19,20,21,21
13,21,22,22,21,21,21,25,9,21
10,9,13,8,14,13,14,14,13,14
9,15,19,15,16,14,16,15,15,14
19,19,16,15,19,16,19,13,15,16
19,19,14,4,14,20,19,19,19,19
15,22,15,15,10,19,15,14,13,13
4,8,3,7,9,7,2,8,9,13
28,28,19,31,27,28,21,28,31,31
22,20,26,16,25,25,25,16,15,25
16,19,15,15,9,-1,15,15,15,19
20,19,20,21,21,21,19,25,19,21
26,25,19,19,21,10,14,15,25,19
25,19,20,15,21,25,14,21,21,20
9,8,8,8,8,10,3,9,9,3
15,19,16,13,19,13,19,10,16,19
15,3,8,13,4,13,13,14,7,13
13,13,10,9,9,14,13,13,19,10
14,19,15,16,19,15,20,15,4,19
21,25,22,22,15,15,21,26,13,27
8,15,8,13,13,13,13,15,10,13
16,16,16,13,16,21,15,19,19,20
14,14,7,10,13,13,13,15,14,15
16,19,19,15,19,8,14,7,13,15
13,13,13,8,13,13,13,14,15,16
22,22,19,15,20,21,15,19,10,19
14,14,9,13,4,13,14,13,13,8
15,14,13,19,7,15,15,15,20,19
14,14,19,9,15,8,16,13,14,15
25,10,20,21,25,15,26,20,25,7
20,19,20,21,20,25,19,20,19,22
13,19,14,13,9,13,15,20,14,19
-1,19,19,19,19,9,15,19,20,16
25,25,25,21,13,20,27,26,25,22
13,14,15,14,15,15,7,10,13,13
19,31,26,31,25,31,28,27,32,31
13,15,14,13,14,14,4,14,15,14
13,16,16,13,15,19,14,16,14,15
20,14,20,16,20,25,19,19,19,25
25,9,15,22,25,25,25,22,21,22
31,52,33,21,25,32,31,13,31,32
10,13,15,15,14,15,16,16,15,13
19,21,20,22,21,21,21,-1,19,20
7,20,21,25,21,15,22,19,21,22
2,13,13,7,13,10,4,13,13,13
33,31,33,33,9,19,13,21,33,34
21,21,19,13,19,19,21,20,19,9
25,25,26,25,19,26,21,26,19,13
15,13,19,16,16,27,19,21,19,20
21,21,20,21,19,19,22,19,19,20
9,10,13,8,13,10,4,4,13,10
9,9,7,10,14,8,9,3,8,7
21,19,19,16,20,15,20,19,9,9
3,10,7,10,3,4,10,9,14,10
10,9,13,14,7,15,13,15,14,14
14,14,13,13,14,10,10,14,13,15
13,15,19,15,14,16,19,15,16,8
3,19,20,15,21,20,19,21,20,14
19,19,20,20,13,21,20,21,21,19
15,15,15,20,13,13,19,10,16,14
26,25,26,25,16,26,22,16,25,22
8,14,7,7,7,10,4,8,8,8
25,25,27,10,15,26,25,22,26,26
9,10,10,15,4,13,16,13,13,13
15,19,14,14,15,20,16,16,16,19
19,22,13,19,9,19,19,19,19,10
8,13,15,13,8,19,13,21,19,25
34,26,32,16,32,32,31,32,32,25
19,15,15,16,13,15,19,19,-1,13
15,14,19,13,13,16,16,15,19,19
20,20,20,20,25,16,15,21,19,19
15,19,20,19,14,9,19,19,9,9
15,13,15,10,15,14,19,16,15,14
15,10,14,19,10,13,14,20,15,19
19,21,16,21,19,15,15,14,19,20
19,20,22,22,20,21,21,20,21,25
20,22,21,19,19,8,16,20,19,4
13,19,7,14,-1,15,19,9,10,16
16,19,16,14,14,15,20,21,13,19
8,7,14,13,4,14,13,13,14,15
14,15,20,14,13,19,19,14,7,14
15,16,7,13,14,19,15,14,15,15
22,26,19,21,25,21,21,21,21,20
19,19,19,16,19,16,16,19,19,19
26,27,4,27,7,31,25,28,31,21
13,20,19,21,21,19,26,25,19,21
13,7,10,10,13,4,10,13,13,10
13,19,19,15,20,16,7,14,19,20
10,20,19,15,14,15,15,-1,21,16
10,13,10,10,15,10,13,14,9,9
7,13,10,14,10,13,13,9,14,7
22,19,10,25,20,19,21,14,25,20
13,19,8,16,19,10,13,9,9,20
19,22,25,14,22,22,13,21,20,25
22,27,16,25,26,21,25,28,22,26
3,3,14,9,13,13,14,8,8,9
19,19,19,20,25,19,19,19,16,13
21,27,31,25,27,31,26,31,22,10
16,19,19,19,9,20,16,15,19,19
21,21,22,21,25,9,19,25,25,22
13,15,10,14,4,9,10,15,9,10
25,27,25,20,22,15,21,25,25,19
20,20,16,15,19,19,19,19,19,14
7,9,14,14,15,16,9,8,15,15
16,22,21,21,20,21,25,26,19,22
20,10,19,19,10,10,25,25,21,20
13,8,8,8,10,10,10,9,8,7
27,19,14,20,19,13,21,20,15,7
13,14,14,19,8,9,14,14,14,14
14,19,15,14,15,15,13,13,19,13
16,19,16,10,19,9,20,19,20,4
25,22,25,20,20,15,25,25,21,21
21,20,21,20,13,31,9,21,21,19
21,15,21,7,20,19,21,20,21,25
21,21,28,25,21,31,21,31,22,22
9,14,14,16,13,13,15,14,15,14
7,10,20,19,19,22,20,20,20,20
7,19,20,21,19,21,15,19,21,21
9,4,7,13,1,3,7,10,8,8
13,21,15,15,19,14,19,-1,15,15
13,15,13,16,7,14,7,16,13,14
10,14,7,10,9,13,3,3,13,13
14,15,16,14,10,20,16,4,13,10
2,14,8,4,7,13,13,13,15,9
26,-1,16,7,25,26,14,26,25,26
20,15,16,20,15,9,19,10,20,20
15,21,25,19,20,20,19,4,14,14
14,13,10,4,13,4,9,13,7,14
21,16,19,20,19,25,19,21,21,20
31,31,28,27,25,31,31,27,28,27
13,14,-1,13,10,10,7,10,9,9
10,14,16,9,16,-1,15,19,-1,20
13,13,3,8,15,13,7,7,14,14
14,13,14,13,16,16,16,15,10,14
20,9,10,15,19,15,19,13,19,9
19,20,21,16,19,13,20,21,22,19
16,19,19,13,13,19,19,16,16,14
7,13,15,14,14,13,16,14,13,15
16,3,10,19,16,9,13,7,14,15
19,15,3,14,20,15,19,10,15,22
13,10,7,13,10,13,14,3,13,15
14,13,13,10,14,13,21,15,16,10
34,46,46,22,46,26,33,46,28,34
15,21,14,14,13,14,15,13,13,14
14,20,25,20,20,20,22,25,21,22
16,9,19,19,19,15,14,19,8,15
25,27,32,26,25,25,15,31,26,31
19,19,10,20,20,15,15,14,21,21
20,19,21,19,20,21,16,22,20,20
20,21,20,22,20,14,19,21,20,19
19,20,14,19,20,19,19,21,19,16
20,16,10,13,9,19,16,19,19,15
9,21,21,20,26,21,25,25,15,25
20,13,10,20,19,14,16,10,19,20
13,20,19,19,19,21,15,16,19,9
31,22,32,31,31,25,31,33,32,32
20,16,25,19,20,21,20,25,21,15
20,25,13,19,20,25,20,15,19,22
9,15,13,10,4,13,14,13,4,14
15,22,16,21,14,20,20,20,15,19
13,7,13,14,8,15,13,16,13,15
19,19,19,14,20,19,19,19,14,19
20,25,25,22,22,25,25,19,25,19
15,14,15,9,14,15,13,14,8,14
15,25,31,25,27,31,31,31,22,27
14,14,15,15,13,14,14,14,14,16
19,14,22,25,25,25,19,25,26,22
10,13,13,13,13,8,14,8,14,10
14,13,9,13,10,15,14,8,4,13
9,13,13,7,9,7,9,14,13,13
22,25,25,20,22,20,21,21,21,21
15,3,15,9,10,13,14,14,13,13
26,16,27,25,25,25,25,26,31,28
13,9,13,13,9,13,14,4,13,13
16,20,19,16,21,13,21,19,19,20
8,16,8,13,13,13,9,8,8,13
-1,19,2,19,9,19,9,19,7,19
15,14,14,16,9,15,13,10,14,14
10,21,14,15,16,14,21,13,15,19
19,19,9,19,7,9,19,20,19,19
13,16,15,15,14,19,16,9,8,14
19,19,14,3,15,14,15,20,14,14
13,13,15,13,7,14,10,14,10,15
15,10,15,4,21,19,19,13,19,19
26,27,26,26,26,28,31,22,15,25
19,15,19,19,19,19,7,19,15,10
15,19,13,13,14,20,16,19,15,15
32,20,31,26,28,32,25,10,31,33
2,13,14,9,13,13,13,13,10,9
21,20,22,22,22,21,26,26,19,21
7,13,9,9,9,8,10,13,13,13
20,21,21,26,20,19,19,20,26,21
8,8,8,8,9,8,-1,13,3,8
19,19,10,20,19,19,16,15,19,19
13,14,13,7,13,13,14,13,13,14
16,25,10,21,16,26,22,26,28,15
19,20,19,16,20,10,15,19,19,20
19,21,19,19,20,27,19,22,20,20
13,13,8,10,13,13,3,10,9,9
13,9,13,10,10,7,13,13,8,13
14,-1,10,13,14,15,14,14,15,15
25,25,16,26,28,26,15,27,25,22
15,14,13,13,13,14,13,14,15,14
14,13,14,16,13,13,13,10,14,9
27,26,21,16,22,26,25,22,26,25
4,7,10,10,13,10,13,8,13,4
2,4,7,7,8,8,7,8,10,8
15,9,16,13,13,13,14,15,13,13
14,9,14,16,16,19,21,20,19,20
14,9,15,9,15,15,15,14,21,14
19,21,19,19,19,16,20,19,19,7
19,19,21,21,14,21,22,21,7,13
19,15,19,9,16,20,19,15,10,19
9,10,13,14,13,9,13,14,13,13
19,15,20,19,19,9,19,20,13,15
8,13,16,14,15,19,20,20,9,16
20,25,9,10,19,10,20,7,20,20
9,13,13,9,13,13,14,16,14,9
-1,20,8,14,9,19,21,20,19,19
15,19,20,13,15,10,19,16,14,13
20,19,19,21,16,13,21,19,21,22
19,26,31,25,31,31,15,31,27,28
14,14,8,19,13,7,9,9,14,13
9,13,13,16,15,13,13,15,9,7
22,21,26,22,16,22,14,21,21,20
31,19,28,28,27,31,31,25,31,22
19,15,16,14,8,8,-1,16,16,16
9,14,13,14,13,16,16,19,14,15
16,20,15,15,19,15,19,19,15,10
20,13,16,20,16,16,14,10,20,19
16,20,21,9,19,19,9,9,20,16
21,25,21,21,21,26,25,22,25,16
10,13,13,9,7,9,9,13,15,10
13,16,10,14,13,13,13,13,14,14
27,27,27,20,27,27,26,26,21,16
14,19,14,14,19,19,15,19,19,10
26,27,25,25,26,26,27,26,26,25
20,22,21,19,16,22,19,21,19,21
19,15,19,20,20,16,10,19,15,19
13,14,15,15,14,19,3,13,19,13
10,13,8,14,2,9,13,7,7,13
19,26,13,25,25,27,25,26,14,15
13,4,13,14,10,15,9,16,19,9
20,19,19,19,19,19,22,15,19,22
14,13,20,14,13,16,15,9,15,16
19,15,21,22,22,22,15,25,25,34
19,22,25,22,21,28,26,25,21,25
15,20,14,15,15,15,19,19,14,20
15,9,14,13,7,13,14,8,13,10
10,15,14,10,7,13,13,15,14,14
15,10,25,21,25,21,15,19,20,22
14,16,16,14,14,16,13,10,16,13
19,21,4,19,20,19,19,19,16,13
19,15,19,19,15,16,15,16,19,19
25,20,7,21,27,25,9,26,27,25
15,19,15,20,21,25,21,21,22,13
26,25,25,25,25,27,26,25,25,25
19,13,19,25,21,14,19,4,19,19
8,13,13,10,10,8,9,10,14,8
31,31,25,25,20,28,26,25,26,27
19,13,20,20,21,19,26,26,13,13
14,13,13,14,13,15,15,10,13,13
16,9,14,9,13,13,13,13,9,9
9,8,15,19,15,19,15,19,14,15
31,25,9,31,25,20,26,15,25,26
14,13,10,13,7,13,10,3,8,13
28,26,25,26,31,27,26,27,15,21
15,16,19,-1,19,20,20,19,20,19
25,25,25,31,25,31,21,31,27,28
15,19,15,16,15,21,19,19,15,20
14,13,10,13,8,15,14,14,15,19
14,10,16,14,13,14,10,19,15,19
13,10,8,9,13,7,13,13,13,13
19,25,15,19,19,20,20,20,13,15
21,19,19,20,20,21,7,21,20,19
20,20,19,21,15,20,13,20,20,19
3,13,14,13,15,14,15,10,13,10
15,25,16,4,19,19,19,20,16,15
14,7,9,4,7,16,14,13,13,13
16,26,9,25,26,13,28,25,27,21
15,13,19,14,9,8,16,20,15,14
9,8,9,26,27,15,7,3,8,14
15,13,15,16,15,14,14,9,20,19
20,19,3,20,20,22,20,20,16,13
14,19,15,15,13,16,15,-1,19,13
7,9,14,14,13,14,10,16,15,9
14,15,13,19,10,14,15,13,15,15
14,3,13,13,14,15,15,19,13,13
