player1,player2,player3,player4,player5,player6,player7,player8,player9,player10,team1Win
Yasuo,Bard,Teemo,Amumu,Ezreal,Yone,Kindred,Orianna,Jhin,Nautilus,1
Cho'Gath,MissFortune,Nami,Shaco,Malzahar,Jhin,Blitzcrank,Graves,Kayn,Galio,1
Rakan,Urgot,Lucian,LeeSin,Caitlyn,Sylas,Aphelios,Dr.Mundo,Rumble,Poppy,1
Caitlyn,Zed,Kayn,Sona,Olaf,Nunu,Jinx,Quinn,Annie,Shaco,1
Swain,Jhin,Mordekaiser,Ekko,Akali,Yasuo,Ashe,Leona,Graves,Ahri,0
Yone,Morgana,Ryze,Jinx,Vi,Nautilus,Wukong,Warwick,Lux,Ashe,0
Katarina,Blitzcrank,Vayne,XinZhao,Illaoi,Wukong,Ashe,Garen,Nautilus,Fiddlesticks,0
Lillia,Zed,Vayne,Thresh,Irelia,Fiora,Caitlyn,Nocturne,Nunu,Morgana,1
Ashe,Irelia,Alistar,Volibear,Teemo,Ekko,Syndra,Darius,Blitzcrank,Draven,0
Viktor,Kayle,Nautilus,MissFortune,LeeSin,Teemo,Caitlyn,Malphite,Orianna,Kayn,1
Jinx,LeeSin,Lux,Shen,Senna,LeBlanc,Nasus,Jax,Ashe,Morgana,1
Jhin,Nami,Darius,Zed,Maokai,Ashe,Jax,Malphite,Vladimir,Quinn,0
Vayne,Nasus,Soraka,Yone,Vi,Sylas,Cho'Gath,Renekton,Jhin,Pantheon,1
Jinx,Udyr,Sett,Vi,Brand,Veigar,Tryndamere,Kindred,MissFortune,Bard,1
Riven,Nautilus,Vayne,Ekko,Fiddlesticks,Morgana,Tryndamere,Evelynn,Talon,Jhin,0
Ivern,MissFortune,Lissandra,Ornn,Renekton,Vel'Koz,Zilean,Yorick,Caitlyn,Graves,0
Zyra,Morgana,Jhin,Sion,Garen,Sett,Kha'Zix,Jax,Caitlyn,Sona,1
Lulu,Ashe,Janna,Zac,Jhin,Swain,Vel'Koz,Tryndamere,Sylas,Caitlyn,1
Ahri,Quinn,Brand,Nocturne,Twitch,Shen,Master Yi,Galio,Janna,Draven,1
Vayne,Syndra,MissFortune,Swain,Warwick,Singed,Yone,Heimerdinger,Volibear,Morgana,1
Ashe,Sona,Singed,Katarina,Vi,Amumu,Zyra,Lux,Irelia,Caitlyn,1
Alistar,Draven,Camille,Vi,Vladimir,Kha'Zix,Vel'Koz,Garen,Kog'Maw,Lulu,1
Zoe,Jhin,Sona,Darius,Kha'Zix,Teemo,Caitlyn,Evelynn,Malzahar,Lux,0
Fiora,Ekko,Orianna,Caitlyn,Blitzcrank,Warwick,Lux,Teemo,Varus,Neeko,1
Vi,Pyke,Shen,Caitlyn,Vladimir,Sett,Senna,Nidalee,Yone,Yasuo,1
Ashe,Garen,Katarina,Kayn,Zyra,Quinn,Zilean,Morgana,Lucian,Riven,1
Mordekaiser,Olaf,Soraka,Lillia,Tristana,Shen,Jhin,Morgana,Lissandra,Rammus,0
Tristana,Neeko,Yone,Nunu,Irelia,Morgana,Ezreal,Malphite,Veigar,Trundle,1
Zyra,Dr.Mundo,Evelynn,Caitlyn,Yasuo,Amumu,Aphelios,Yuumi,Yone,Garen,0
Ezreal,Yuumi,Akali,Cho'Gath,Sett,Draven,Soraka,Volibear,Ekko,Urgot,0
Jhin,Urgot,Morgana,Lux,Sett,Sivir,LeeSin,Fiora,Katarina,Nami,0
Nasus,Brand,Evelynn,Galio,Kalista,Sylas,Vayne,Jayce,Nunu,Lulu,1
Pyke,Katarina,Varus,Yone,Nunu,Soraka,Nasus,Vi,Ashe,Veigar,0
Fiddlesticks,Sett,Heimerdinger,Lux,Ashe,Jhin,TahmKench,Yone,Morgana,Nunu,1
Irelia,Ivern,Thresh,Fizz,Kai'sa,Janna,Volibear,Zac,Nunu,Caitlyn,1
Yasuo,Ekko,Jinx,Leona,Sylas,Wukong,LeeSin,Cassiopeia,Caitlyn,Soraka,1
Pyke,Ahri,Galio,Camille,Elise,Sylas,Graves,Yuumi,Yasuo,Yorick,1
Kai'sa,Vi,Swain,Ahri,Mordekaiser,Yone,Soraka,Master Yi,Ashe,Fizz,1
Ezreal,Ornn,Vi,Yasuo,Lux,Hecarim,Pantheon,Darius,Shaco,Caitlyn,0
Kassadin,Tristana,Blitzcrank,Elise,Malzahar,Lulu,Master Yi,Yone,Jhin,Teemo,0
Rengar,Yasuo,Kayle,Ezreal,Braum,Volibear,Mordekaiser,Caitlyn,Lulu,Yone,0
Jinx,Illaoi,Yasuo,Sylas,Lux,Yone,Warwick,Lillia,Sivir,Kayle,1
Shen,Graves,LeBlanc,Sett,Tristana,Kayn,Morgana,Ziggs,Nasus,Caitlyn,1
Jhin,Xerath,Ryze,Ahri,Graves,Vi,Nami,Caitlyn,Quinn,Galio,0
Kha'Zix,Talon,Ashe,Swain,Garen,Kayn,Tristana,Pyke,Gangplank,Yasuo,1
Sona,Kai'sa,Trundle,Nunu,Galio,Malphite,Yone,Ornn,Lillia,Shyvana,1
Shyvana,Wukong,TwistedFate,Alistar,Lucian,Senna,Aatrox,Swain,Talon,Ekko,0
Mordekaiser,Nautilus,Yasuo,Kai'sa,Yone,Braum,Akali,Jhin,Shyvana,Ekko,1
Malzahar,Thresh,Lillia,Jhin,Gangplank,Lucian,Yone,Yasuo,Lux,Kennen,0
Kassadin,Vayne,Soraka,Kindred,Tryndamere,Galio,Ahri,Kayn,Yone,Caitlyn,0
TahmKench,Kha'Zix,Veigar,Draven,Senna,Xerath,Ezreal,Neeko,Jayce,Kayn,1
Senna,Zac,Malzahar,Gangplank,Graves,Evelynn,Wukong,Kassadin,Ezreal,Teemo,0
Blitzcrank,Ryze,Caitlyn,Sejuani,Dr.Mundo,Nautilus,Riven,Akali,Sivir,Graves,1
Malphite,Evelynn,Lucian,Ziggs,Janna,Draven,Tryndamere,Maokai,Teemo,Soraka,1
Teemo,Kayn,Ezreal,Zilean,Kassadin,Ashe,Vladimir,Singed,Elise,Thresh,0
Maokai,Kai'sa,Jayce,Mordekaiser,Elise,Caitlyn,Morgana,Udyr,Kayn,Yasuo,1
Nautilus,Ryze,Teemo,Vayne,Warwick,Sion,Vladimir,Zyra,Kha'Zix,MissFortune,1
Leona,Kayn,Annie,Zyra,Jinx,Tryndamere,Sett,MissFortune,Fizz,Vel'Koz,0
Neeko,Kha'Zix,Nami,Draven,Tryndamere,Vladimir,Alistar,Nocturne,Urgot,Ezreal,0
Wukong,Draven,Swain,Hecarim,Mordekaiser,Tryndamere,Thresh,Shyvana,Ahri,Ezreal,0
Morgana,LeBlanc,Lucian,Shen,Kindred,Zed,Fiora,Ezreal,Shyvana,Nami,1
Lucian,Yasuo,Olaf,Alistar,Heimerdinger,Zed,Cho'Gath,Kai'sa,Karthus,Blitzcrank,1
Lillia,Darius,Bard,Kai'sa,Mordekaiser,Kindred,Ashe,Thresh,Yasuo,Malphite,1
Morgana,Fizz,MissFortune,Master Yi,Shen,Yasuo,Caitlyn,Sion,LeeSin,Sona,0
TwistedFate,Braum,Warwick,Teemo,Caitlyn,Lux,Annie,Lucian,Yone,Lillia,1
Skarner,Jinx,Sona,Rumble,Volibear,Braum,Teemo,Nunu,Zed,Ezreal,1
Graves,Lucian,Pantheon,Ekko,Garen,Dr.Mundo,Vayne,Morgana,Ashe,Sylas,1
Morgana,Kog'Maw,Lillia,Darius,Renekton,Corki,Yone,Yasuo,Swain,Kha'Zix,1
Zac,Darius,Thresh,Yasuo,Varus,Rek'Sai,Nunu,Caitlyn,Urgot,Annie,0
XinZhao,Alistar,Syndra,Shen,Lucian,Gnar,Nautilus,Ekko,Yasuo,Yone,0
Talon,Nasus,Draven,Morgana,Kayn,Diana,Master Yi,Nautilus,Kalista,Ahri,1
Katarina,Twitch,Yuumi,Galio,Kayn,Lillia,Dr.Mundo,Senna,Tryndamere,Xayah,1
Jinx,Kha'Zix,Akali,Brand,Kog'Maw,Ashe,Zac,Renekton,Diana,Nami,1
Akali,Volibear,Urgot,Kai'sa,Galio,Jax,Teemo,Ashe,Neeko,Nautilus,0
Ahri,Sona,Akali,Master Yi,MissFortune,Twitch,Shaco,Bard,Garen,Ekko,0
Ahri,Yasuo,Zed,Evelynn,Aatrox,Taric,Jayce,Jax,Xerath,Xayah,0
Volibear,Diana,Braum,Kai'sa,Renekton,Ashe,Tryndamere,Trundle,Galio,Morgana,1
Tristana,Karma,Jax,Yone,JarvanIV,Swain,Varus,Neeko,Warwick,Camille,0
Fiddlesticks,MissFortune,Pyke,Malphite,Sett,Volibear,Darius,Annie,Bard,Jhin,1
Viktor,Kennen,Nami,Draven,Kha'Zix,Xerath,Kog'Maw,Jax,Yone,Ezreal,1
Darius,Lux,Kog'Maw,LeBlanc,Graves,Fiddlesticks,Vladimir,Draven,Nautilus,Garen,0
Lux,Kayn,Ahri,Caitlyn,Darius,Veigar,Hecarim,Syndra,Ezreal,Malphite,1
Pantheon,Vayne,Swain,Sylas,Sett,Rengar,Morgana,Malphite,Yone,Jhin,0
Thresh,Vayne,Sona,Ekko,Renekton,Volibear,Zyra,Ashe,Garen,Tryndamere,0
Rek'Sai,Nunu,Garen,Pyke,MissFortune,Ahri,Bard,Caitlyn,LeeSin,Irelia,0
Morgana,Ezreal,Hecarim,Yone,Lux,Lulu,Veigar,Shen,Karthus,Vayne,1
Janna,Fiora,Karma,Singed,Ashe,Rek'Sai,Teemo,Ahri,Senna,Jhin,1
Jinx,Lulu,Ahri,Renekton,Nunu,Kai'sa,Mordekaiser,Yasuo,Kayn,Leona,0
Rakan,Ezreal,Jax,Tryndamere,Ekko,Garen,Shaco,Yasuo,Caitlyn,Gragas,0
Lux,Nautilus,Jhin,Kha'Zix,Yone,Maokai,Twitch,Pyke,Teemo,Kayn,0
Yone,Graves,Orianna,Vayne,Thresh,Akali,Talon,Zac,Yasuo,Fiddlesticks,0
Yone,Ornn,Ekko,Ezreal,Senna,Karthus,Gragas,TwistedFate,Vayne,Lulu,0
Aatrox,Ezreal,Master Yi,Teemo,Poppy,Ahri,Tristana,Volibear,Galio,Leona,0
Shen,Kha'Zix,Morgana,Jinx,Kai'sa,Blitzcrank,Sett,Yone,Jhin,Darius,0
Yuumi,Elise,MissFortune,Diana,Nasus,XinZhao,Tristana,Morgana,Malphite,Master Yi,0
Ezreal,Soraka,Tryndamere,Vladimir,Rammus,Caitlyn,Lulu,Master Yi,Darius,Yasuo,0
Nocturne,Jax,Azir,Morgana,Kalista,Lux,Pantheon,Cassiopeia,LeeSin,Ezreal,1
Xerath,Garen,Caitlyn,Lux,Graves,LeeSin,XinZhao,Nautilus,Rumble,Jinx,0
Caitlyn,Janna,Cassiopeia,Galio,Fiddlesticks,Orianna,Akali,Nunu,Yuumi,Ezreal,1
Ekko,Yone,Thresh,Ashe,Ornn,Darius,Zed,Nocturne,Nami,Kai'sa,1
Tryndamere,Kayn,Ezreal,Nami,Ekko,Olaf,Thresh,Jhin,Irelia,Akali,0
Blitzcrank,Diana,Vayne,LeeSin,Shen,Jax,Graves,Syndra,Ashe,Yuumi,1
Olaf,Sylas,MissFortune,Illaoi,Lux,Caitlyn,Volibear,Garen,Yasuo,Vel'Koz,1
Yone,Morgana,Ashe,Amumu,Garen,Lux,Caitlyn,Shen,Vladimir,Master Yi,1
Soraka,Akali,Nocturne,Varus,Sett,Nami,Vi,Caitlyn,Viktor,Renekton,0
Caitlyn,Senna,Olaf,Kassadin,Singed,Hecarim,Renekton,Fizz,Nautilus,Ezreal,0
Hecarim,Ezreal,Nautilus,Maokai,Sylas,Xayah,Thresh,Kayn,Yone,Camille,0
Vi,Rakan,Yasuo,Vayne,Malzahar,Lucian,Lillia,Pantheon,Renekton,Cassiopeia,0
Zilean,Kayle,Yone,Evelynn,Varus,Zoe,Amumu,Caitlyn,Karma,Garen,1
Bard,Tristana,XinZhao,Garen,Taliyah,Galio,Kindred,Maokai,Lucian,Neeko,0
Zac,Ahri,Tryndamere,Twitch,Vel'Koz,Mordekaiser,Singed,Jinx,Zed,Rakan,1
Wukong,Jinx,Lux,Akali,Zoe,Senna,Caitlyn,Hecarim,Yone,Tryndamere,1
LeeSin,Twitch,Karma,Galio,Aatrox,Ezreal,Yasuo,Renekton,Trundle,Shaco,1
Garen,Caitlyn,Zyra,Lux,Volibear,Ahri,Ashe,Brand,Kayn,Skarner,0
Jhin,Lulu,Shyvana,Teemo,Vayne,Sona,Akali,Nocturne,Gnar,MissFortune,1
Lulu,Ekko,Yone,Malphite,Ashe,Zyra,Jhin,Twitch,Sett,Rumble,1
Riven,Kayn,Nautilus,Draven,Ryze,Leona,Nocturne,MissFortune,Shen,Yone,1
Warwick,Caitlyn,Vel'Koz,Hecarim,Ahri,Xayah,Viktor,Shen,Swain,Nidalee,1
Nunu,Tristana,Nautilus,Kassadin,Riven,Zyra,Yone,Rek'Sai,Garen,Ezreal,1
Darius,Lissandra,Shaco,Senna,Draven,Nasus,Rengar,Ezreal,Lux,Swain,1
Nidalee,Braum,Draven,Katarina,Riven,Fiddlesticks,Alistar,Fizz,Yone,Tristana,0
Pyke,LeBlanc,Yone,Nunu,Lucian,Twitch,Teemo,Morgana,Swain,Nocturne,0
Nami,Sett,Ahri,Vayne,Kha'Zix,Pyke,Jhin,Annie,Darius,Lillia,1
Malzahar,Caitlyn,Karma,Mordekaiser,Amumu,Ashe,Pyke,Rumble,Kennen,Hecarim,1
Yorick,Skarner,Yone,Sona,MissFortune,Wukong,Yasuo,Fiddlesticks,Katarina,Master Yi,1
Yone,Lux,Annie,Teemo,Wukong,LeBlanc,Master Yi,Thresh,Jinx,TahmKench,0
Senna,Ekko,Yone,Swain,Caitlyn,Yuumi,Yasuo,Warwick,Ornn,MissFortune,1
Renekton,Alistar,Kai'sa,Evelynn,Qiyana,Ahri,Garen,Master Yi,Lux,Sivir,0
Darius,Vi,Malphite,Lucian,Leona,Volibear,Graves,Yasuo,Zyra,Hecarim,1
Thresh,Kayn,Galio,Caitlyn,Yone,Ezreal,Volibear,TwistedFate,Brand,Ornn,0
Teemo,Cassiopeia,Vi,Syndra,Gnar,Zac,Ahri,Bard,Ashe,Jax,0
Teemo,Tryndamere,Jhin,Nunu,Akali,Darius,Lillia,Volibear,Kennen,Ezreal,1
Caitlyn,Garen,Galio,Nocturne,Orianna,Sona,Lucian,Vel'Koz,Maokai,Shyvana,1
Karma,Veigar,Warwick,MissFortune,Shen,Lillia,Sylas,Sona,Jhin,Garen,0
Warwick,Xayah,Taric,Yorick,Ahri,Vi,Vayne,Sona,Swain,Darius,0
Yone,Kayn,Caitlyn,Pyke,Zed,Sona,Lucian,Maokai,Nidalee,Ahri,0
LeBlanc,Volibear,Ashe,Swain,Dr.Mundo,Kalista,Urgot,Evelynn,Diana,Morgana,1
Akali,Volibear,Garen,Janna,Ezreal,Jax,MissFortune,Thresh,Yasuo,Shaco,0
Lux,Senna,Shen,Olaf,Katarina,Cho'Gath,Kayn,Twitch,Janna,Diana,1
Volibear,Akali,Nocturne,Yuumi,Caitlyn,TahmKench,Yone,Fiddlesticks,Tristana,Thresh,1
Shaco,LeeSin,Gnar,Leona,Kai'sa,Hecarim,Lulu,Kog'Maw,Galio,Wukong,0
Teemo,Pantheon,Lillia,Caitlyn,Sylas,LeBlanc,Ezreal,Alistar,Darius,Warwick,0
Fizz,Nunu,Urgot,Ashe,Sylas,LeeSin,Caitlyn,Ahri,Teemo,Nautilus,0
Ezreal,Warwick,Ryze,Darius,Lux,Yasuo,Rakan,Mordekaiser,Jhin,Volibear,1
Brand,MissFortune,Shyvana,Yone,Illaoi,Alistar,Teemo,Nunu,Ahri,Sivir,0
Yasuo,Swain,Vi,Pyke,Draven,Blitzcrank,Ezreal,Galio,Kayn,Garen,0
Tristana,Neeko,Amumu,Urgot,Ekko,Kha'Zix,Caitlyn,Malphite,Annie,Karma,1
Rammus,Orianna,Jinx,Nautilus,Fiora,Akali,Caitlyn,Wukong,Vel'Koz,Udyr,1
Ivern,Nasus,Veigar,Brand,Ezreal,Sett,Soraka,Warwick,Malphite,Twitch,0
Shyvana,Senna,Riven,Kai'sa,Graves,Thresh,Tryndamere,Yone,Ekko,Jhin,0
Maokai,Ashe,Lillia,Wukong,Cassiopeia,Akali,Senna,Shyvana,Sivir,Lux,0
Yone,Sion,Volibear,Pyke,Caitlyn,Amumu,Lulu,Vayne,Soraka,Kai'sa,1
Leona,Vi,Darius,Viktor,Caitlyn,Nidalee,Lux,MissFortune,Jax,Tryndamere,0
Twitch,Akali,Illaoi,Alistar,Kayn,Rakan,Diana,Elise,Sion,Yasuo,0
Teemo,Ashe,Senna,TwistedFate,Karthus,Sejuani,Bard,Yone,Dr.Mundo,Ahri,0
Ezreal,Pyke,Ryze,Jax,Volibear,LeBlanc,Lux,Vayne,Kayn,Senna,1
Evelynn,Cassiopeia,Jinx,Lux,Teemo,Karma,Ashe,Shaco,Neeko,Shen,0
Riven,Sivir,Soraka,Akali,Amumu,Ezreal,Sona,Kennen,Yone,Nunu,0
Quinn,Syndra,Zyra,Ziggs,Amumu,Veigar,Anivia,Heimerdinger,Evelynn,Yone,0
Lucian,Garen,Fizz,Brand,Kindred,Ashe,Soraka,Heimerdinger,Udyr,Urgot,1
Renekton,Nautilus,Ekko,Ashe,LeeSin,Akali,Shaco,Illaoi,Thresh,Vayne,0
Olaf,Sivir,Brand,Veigar,Shen,Yone,Master Yi,Ashe,Morgana,Cho'Gath,1
Fiddlesticks,Shaco,Volibear,Caitlyn,Trundle,Kayn,Ashe,Shen,Zoe,Lux,1
Nunu,Corki,Maokai,Thresh,Tristana,Yasuo,Yuumi,Kindred,Ahri,Malphite,0
Teemo,Trundle,Jinx,Yone,Zyra,Swain,Fiddlesticks,Camille,Gnar,Caitlyn,0
Caitlyn,Senna,Yorick,Fiddlesticks,Yone,Ekko,Swain,Jhin,Teemo,Ahri,1
Lux,MissFortune,Ahri,Graves,Darius,Olaf,Ashe,Jhin,Brand,Urgot,1
Jhin,Yuumi,Renekton,Neeko,Lillia,Kai'sa,Zoe,Yone,Trundle,Thresh,1
Viktor,Shen,Lucian,Thresh,Warwick,Yasuo,Garen,Lulu,Jinx,LeeSin,1
Thresh,Kindred,Nasus,Cassiopeia,Tristana,Morgana,Caitlyn,Yasuo,Yone,Fiddlesticks,0
Fiddlesticks,Sett,Ziggs,Draven,Alistar,Kai'sa,Nunu,Maokai,Mordekaiser,Ahri,0
Ezreal,Caitlyn,Teemo,Yuumi,Yone,Senna,Malzahar,Graves,Jax,Soraka,1
Maokai,Varus,Xerath,Hecarim,Malzahar,Malphite,Pyke,Ashe,Nunu,Gnar,1
Skarner,Zed,Teemo,Jinx,Thresh,Katarina,Shen,Lux,Leona,Shyvana,0
Renekton,Nunu,Talon,Kai'sa,Lulu,Udyr,Sivir,Swain,Yone,Yasuo,1
Shen,Quinn,Karthus,Rek'Sai,Ashe,Garen,Ekko,Kayn,Vayne,Bard,1
Sett,Lillia,Caitlyn,Vladimir,Karma,Ezreal,LeeSin,Darius,Zyra,Syndra,1
Hecarim,Ahri,Vel'Koz,Jhin,Fiora,Graves,Zed,Volibear,Caitlyn,Thresh,1
Jhin,Soraka,Shaco,Jax,Kayle,Illaoi,Ashe,Nami,Dr.Mundo,Lux,1
Sona,Tristana,Viktor,Ekko,Riven,Garen,Twitch,Zed,Taliyah,Shyvana,1
Ziggs,Tristana,Graves,Kled,Lux,Jax,Diana,Morgana,Ezreal,Sett,0
Senna,Kayn,Garen,Varus,Yasuo,Sona,Kayle,Ahri,Shen,Vi,0
Pyke,Volibear,Zed,Swain,Ezreal,Xerath,Twitch,Tryndamere,TwistedFate,Kayn,0
Ivern,Twitch,Yorick,Senna,Talon,Nunu,Annie,Garen,Janna,Jinx,0
Vayne,Thresh,Camille,Jax,Ahri,Ekko,Nunu,Karma,Caitlyn,Shen,0
Cassiopeia,Master Yi,Renekton,Leona,Kai'sa,Fiddlesticks,Sona,Jhin,Darius,Zed,0
Volibear,Ashe,Malphite,Senna,Cassiopeia,Kayn,Draven,Darius,Akali,Brand,0
Soraka,Elise,Wukong,Ezreal,Ekko,Pyke,Zac,Yone,Darius,Lucian,1
Cassiopeia,Zac,Ornn,Zyra,Kai'sa,Braum,Ashe,Volibear,Tryndamere,Sett,1
Shen,Hecarim,Lux,Yasuo,Sivir,Garen,Ezreal,Yone,Gragas,Zyra,1
Jhin,Morgana,Annie,Sett,Nocturne,Zoe,Shen,Warwick,Soraka,Caitlyn,0
Aphelios,Pantheon,LeeSin,Ekko,Sion,Renekton,Cassiopeia,Alistar,MissFortune,Hecarim,0
MissFortune,Warwick,Nautilus,Yone,Nocturne,Morgana,Tristana,Wukong,Kindred,Shen,1
Caitlyn,Kayle,Ornn,Master Yi,Yasuo,MissFortune,Kled,TwistedFate,Nami,Volibear,0
Lux,Renekton,Morgana,Wukong,MissFortune,Ezreal,Garen,Irelia,Kindred,Lulu,0
Garen,Caitlyn,LeeSin,Soraka,Fizz,Vel'Koz,Rammus,Jayce,Lucian,Lux,1
Dr.Mundo,Ashe,Talon,Morgana,LeeSin,Nami,Lucian,Sejuani,Kled,Sylas,0
Swain,Yasuo,Kai'sa,Teemo,Volibear,Zed,Ashe,Thresh,XinZhao,Garen,1
Pyke,Renekton,LeeSin,MissFortune,Akali,Senna,Nunu,Poppy,Vayne,Kindred,0
Ornn,Brand,Trundle,Varus,TwistedFate,Skarner,Maokai,Katarina,Sivir,Soraka,0
Shaco,Ezreal,Blitzcrank,Tristana,Ahri,Caitlyn,JarvanIV,Lillia,Nautilus,Kindred,0
Kayle,Yasuo,Lux,Caitlyn,Lillia,XinZhao,Xerath,Ashe,Shen,Cassiopeia,1
LeeSin,Orianna,Caitlyn,Singed,Zyra,Fiddlesticks,Shen,Lulu,Tristana,Yone,0
Ekko,Kayle,Twitch,Veigar,Zilean,Maokai,Warwick,Jinx,Lulu,Ahri,0
Sejuani,Thresh,Ashe,Irelia,Sion,Ezreal,Heimerdinger,LeeSin,Mordekaiser,Qiyana,1
Bard,Jhin,Tryndamere,Vladimir,Zac,Master Yi,Malphite,Tristana,Lulu,Ekko,0
Yone,LeeSin,Thresh,Volibear,Vayne,Mordekaiser,Jhin,Zac,Pyke,Ziggs,1
Ashe,Yasuo,Lulu,Olaf,Yone,Kassadin,Zilean,Master Yi,Tryndamere,Sivir,0
Sett,Sona,Ashe,Diana,Hecarim,Vel'Koz,Kindred,Brand,Yone,Ekko,1
Yuumi,Warwick,Draven,Garen,Katarina,Kayn,Yorick,Senna,Jinx,Zed,0
Viktor,Vayne,Warwick,Veigar,Caitlyn,Sona,Pantheon,Ekko,Yone,Ashe,0
Talon,Vi,Sona,Jinx,Wukong,Shyvana,Teemo,Malzahar,Pyke,Tristana,1
Rakan,Xayah,Lux,Nocturne,Shen,Karthus,Yorick,Senna,Ashe,Yone,0
Annie,Nasus,Fiddlesticks,Aphelios,Swain,Zed,Zyra,Malzahar,Dr.Mundo,Draven,0
Ashe,Yone,Shen,Blitzcrank,Hecarim,Garen,Sivir,Lulu,Kayn,Sylas,0
Sett,Kai'sa,Sylas,Thresh,Akali,Lulu,Caitlyn,Kassadin,Shen,Rengar,0
TwistedFate,Master Yi,Lux,Ashe,Singed,Karma,Jax,Jhin,Corki,Sett,0
Karma,Yone,MissFortune,Fiddlesticks,Renekton,Darius,Brand,Ahri,Kai'sa,Hecarim,0
Thresh,Nunu,Caitlyn,Volibear,Yasuo,Ashe,Zed,Lillia,Soraka,Ekko,1
Vladimir,Lillia,Yuumi,Aatrox,Lucian,Caitlyn,Wukong,Lux,Ziggs,Graves,0
Xayah,Rek'Sai,Irelia,Ahri,Lux,Malphite,Amumu,Teemo,Aphelios,Ekko,1
Urgot,Ezreal,Yone,Lux,Tryndamere,Xayah,Garen,Ekko,Varus,Maokai,1
Ezreal,Volibear,Yone,Janna,Syndra,Ahri,Ashe,Amumu,Akali,Blitzcrank,0
Singed,Yone,Yasuo,Maokai,Caitlyn,Nunu,Ezreal,Alistar,Volibear,Akali,0
Garen,Morgana,Jinx,Yasuo,Vi,Nautilus,Wukong,Akali,MissFortune,Kha'Zix,0
Karma,Kassadin,Rengar,Ezreal,Renekton,Vayne,Senna,Amumu,Galio,Garen,1
Ekko,Senna,Leona,Kha'Zix,Garen,Lucian,Mordekaiser,Master Yi,Akali,Nautilus,1
Nami,Jhin,Taliyah,Zed,Camille,Cassiopeia,Fiddlesticks,Aatrox,Shen,Senna,0
Annie,Shen,LeeSin,Jinx,Mordekaiser,TwistedFate,Janna,Wukong,Karthus,Xayah,0
Viktor,Sivir,Brand,Cho'Gath,Kayn,Vi,Yasuo,Lucian,Morgana,Teemo,0
Sona,Yone,Kha'Zix,Yasuo,Illaoi,Mordekaiser,Ashe,Lulu,Annie,Nidalee,0
Rek'Sai,Annie,Fiora,Senna,Tristana,Swain,Teemo,Rammus,Katarina,Caitlyn,0
Sion,Ashe,Brand,Ziggs,LeeSin,Yone,Janna,Kha'Zix,Fiora,Caitlyn,1
Evelynn,Ahri,Caitlyn,Pyke,Urgot,Neeko,Jinx,Yone,Leona,Darius,1
Garen,Caitlyn,Azir,Kindred,Sylas,Sivir,Illaoi,Vi,Malzahar,Lux,1
Urgot,Evelynn,Yone,Jhin,Soraka,Shaco,Irelia,Caitlyn,Lulu,Veigar,0
Sett,Morgana,Twitch,Bard,Ekko,Vel'Koz,Kha'Zix,Caitlyn,Illaoi,Malzahar,1
Nasus,Vayne,Syndra,Nocturne,Sona,Fiddlesticks,Sett,Zed,Jhin,Alistar,1
Pyke,Kai'sa,Talon,Evelynn,Garen,Ezreal,Leona,Ahri,Irelia,Rengar,0
Vel'Koz,Mordekaiser,LeeSin,Sivir,Neeko,Cho'Gath,MissFortune,Senna,Anivia,Nocturne,0
Cho'Gath,Tristana,TwistedFate,Dr.Mundo,Pyke,Skarner,Sett,Teemo,Janna,Jinx,1
Kai'sa,Akali,Morgana,Wukong,Fiora,Senna,Galio,Caitlyn,Warwick,Dr.Mundo,1
Zed,Garen,Draven,Rakan,Skarner,Warwick,Brand,Akali,Caitlyn,Ahri,0
Ashe,Yone,Warwick,Mordekaiser,Karma,Akali,Urgot,Amumu,Lux,Kog'Maw,1
TahmKench,Yorick,Udyr,Caitlyn,Azir,Galio,Ashe,Garen,Warwick,Brand,0
Leona,Kindred,Wukong,Ezreal,Twitch,Tristana,Lux,Amumu,Katarina,Garen,1
Fiora,Ahri,Nocturne,Morgana,Ashe,Mordekaiser,Master Yi,Anivia,Ezreal,Taric,0
Leona,XinZhao,Jinx,TahmKench,Ryze,Shaco,Vayne,Poppy,Annie,Warwick,0
Garen,Ekko,Vayne,Lux,Zed,Ashe,Thresh,Akali,Renekton,Vi,1
Jhin,Katarina,Gnar,Rammus,Ahri,Lux,Yone,Kha'Zix,Wukong,Quinn,1
Garen,Mordekaiser,Jhin,Yasuo,Soraka,Lillia,Ezreal,Fiddlesticks,Leona,Malzahar,0
Yone,Graves,Jhin,Sett,Mordekaiser,Hecarim,Zyra,Ezreal,Urgot,Vel'Koz,0
Jinx,Teemo,Morgana,Ekko,Warwick,Yasuo,Nautilus,Yone,Vayne,Kayn,1
Yasuo,Thresh,Qiyana,Lillia,Malphite,Zac,Ezreal,Vel'Koz,Zoe,Gangplank,1
Malphite,Twitch,Graves,Kayle,Pyke,Galio,Ezreal,Nami,Ivern,Camille,0
Gangplank,Lulu,Kha'Zix,Ashe,Galio,Zoe,Ezreal,Jayce,Master Yi,Yuumi,0
Caitlyn,Maokai,Evelynn,Janna,Pantheon,Sett,Rakan,Yasuo,Shaco,TwistedFate,1
Zed,Rumble,Caitlyn,Bard,Hecarim,Kai'sa,Nocturne,Morgana,Sett,Nunu,0
Renekton,Jhin,Rakan,Ekko,Jayce,Talon,Evelynn,Sona,Yone,MissFortune,1
